location,property_area,street,features,bed,bath,toilet,description,price
lekki,lekki-phase-1,Lekki phase 1Lekki Phase 1 Lekki Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 BEDROOM FLAT,2200000.0
lekki,lekki-phase-1,U3 estate at marwaLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand new 3 bedroom flat,2500000.0
lekki,lekki-phase-1,Hunponu Nwosu streetLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 BEDROOM DETACHED HOUSE,3500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,self contain,550000.0
lekki,lekki-phase-1,"Yeye Olofin,Admiraity wayLekki Phase 1 Lekki Lagos",1 beds 1 baths 1 Toilets,1,1,1,1 bedroom apartment,1000000.0
lekki,lekki-phase-1,R H S Lekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,A 3 Bedroom Flat,3500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom semi detached Duplex with bq,4500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,shop space,800000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,sharp selfcontain in lekki phase 1,700000.0
lekki,lekki-phase-1,Olarewaju Ninalowo Street Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Beautifulk Mini,1100000.0
lekki,lekki-phase-1,"Prince Ademola oniru street, oniru island Lekki Phase 1 Lekki Lagos",1 beds 1 baths 1 Toilets,1,1,1,1 bedroom flat,650000.0
lekki,lekki-phase-1,Jolayemi street off Christ AvenueLekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom Flat,2500000.0
lekki,lekki-phase-1,Admiralty RoadLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom flat,4000000.0
lekki,lekki-phase-1,Off Hakeem Dickson StreetLekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom Flat,2700000.0
lekki,lekki-phase-1,off admiralty wayLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,A nice 4 bedroom terrace,4500000.0
lekki,lekki-phase-1,By Maruwa EstateLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Selfcontain,600000.0
lekki,lekki-phase-1,Off Hakeem Dickson street lekki phase1Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,1 bedroom apartment,1000000.0
lekki,lekki-phase-1,Off Yusuf Abiodun StreetLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini Flat,1200000.0
lekki,lekki-phase-1,lekki rightLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,service 3 bedroom flat,3000000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,BEAUTIFUL 3 BEDROOM TERRACE,3500000.0
lekki,lekki-phase-1,"Itedo, Awori StreetLekki Phase 1 Lekki Lagos",1 beds 2 baths 2 Toilets,1,2,2,1 Bedroom Flat,1600000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat + BQ,3500000.0
lekki,lekki-phase-1,lekkiLekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 bedroom flat with a room bq,2500000.0
lekki,lekki-phase-1,Off Emma AbimbolaLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,New 4 bedroom detached duplex,6000000.0
lekki,lekki-phase-1,Mike adegbiteLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,Four bedrooms duplex with 2BQ,5000000.0
lekki,lekki-phase-1,Admiralty Road Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom Furnished Apartment,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 2 baths 1 Toilets,1,2,1,Miniflat,1200000.0
lekki,lekki-phase-1,Lekki Phase 1Lekki Phase 1 Lekki Lagos,1 beds 2 baths 2 Toilets,1,2,2,ROOM AND PARLOUR SELF,1200000.0
lekki,lekki-phase-1,lekkiLekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,A Super finished 3 Bedroom Semi-detached Duplex at lekki phase I,4000000.0
lekki,lekki-phase-1,lekki rightLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,super finished 4 bedroom terrace apartment,4000000.0
lekki,lekki-phase-1,Ester AdelekeLekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 BEDROOM FLAT,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Detached Duplex,5500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,SELF CONTAIN,1000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,2200000.0
lekki,lekki-phase-1,Aro StreetLekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 BEDROOM FLAT,4000000.0
lekki,lekki-phase-1,Adewole Kuku Lekki Phase 1 Lekki Lagos,4 beds 0 baths 4 Toilets,4,0,4,Renovated 4 bedroom duplex in lekki 1,3500000.0
lekki,lekki-phase-1,Baderinwa AlabiLekki Phase 1 Lekki Lagos,3 beds 2 baths 3 Toilets,3,2,3,3 bedroom flat,2500000.0
lekki,lekki-phase-1,off freedom wayLekki Phase 1 Lekki Lagos,2 beds 3 baths 3 Toilets,2,3,3,Nice 2 bedroom flat,2500000.0
lekki,lekki-phase-1,"freedom way,lekkiLekki Phase 1 Lekki Lagos",3 beds 3 baths 4 Toilets,3,3,4,Brand new 3 bedroom terrace duplex,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,Well finished luxury 2 bedroom flat,2500000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,NEW 4 BEDROOM DETACHED HOUSE PLUS BQ,4500000.0
lekki,lekki-phase-1,"Off oladimeji alo street, lekki phase 1Lekki Phase 1 Lekki Lagos",1 beds 1 baths 1 Toilets,1,1,1,Mini flat,1000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,2500000.0
lekki,lekki-phase-1,Lekki Right HandLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 Bedroom Duplex (Twin),3500000.0
lekki,lekki-phase-1,lekki rightLekki Phase 1 Lekki Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat,2500000.0
lekki,lekki-phase-1,Olowude StreetLekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,3000000.0
lekki,lekki-phase-1,"Mayaki,Lekki Phase 1 Lekki Lagos",4 beds 5 baths 5 Toilets,4,5,5,4 bedroom semi-detached duplex,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,SERVICED 3 BEDROOM FLATS FOR RENT AT LEKKI PHASE 1,3500000.0
lekki,lekki-phase-1,- Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + Bq,3500000.0
lekki,lekki-phase-1,Lekki Phase 2Lekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,love 4 bedroom semi town house duplex for lease in lekki,5500000.0
lekki,lekki-phase-1,Off Admiralty RoadLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom maisonette,6000000.0
lekki,lekki-phase-1,Lekki Right HandLekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,2500000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,A LOVELY MINI FLAT,1300000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom Semi-detached duplex,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,Serviced 3 bedroom apartment,2000000.0
lekki,lekki-phase-1,Lekki RightLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Serviced Luxury 1 bedroom mini flat,1000000.0
lekki,lekki-phase-1,Admiralty way lekki phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,Brand new 3 bedroom flat with BQ,2500000.0
lekki,lekki-phase-1,"Off Admiralty way, Lekki phase 1,LagosLekki Phase 1 Lekki Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,3000000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,2 beds 3 baths 3 Toilets,2,3,3,BEAUTIFUL 2 BEDROOM FLAT,2500000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,A four bedroom semi detached Duplex with bq at lekki phase I.,6000000.0
lekki,lekki-phase-1,christ maduKeLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,An Executive Mini-flat at lekki phase I,1200000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom terrace duplex,2500000.0
lekki,lekki-phase-1,lekkiLekki Phase 1 Lekki Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedroom flat,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 bedroom apartment,2000000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,1000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Terrace apartment,3500000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedrooms apartment,3500000.0
lekki,lekki-phase-1,fola osibo streetLekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,2000000.0
lekki,lekki-phase-1,Sawyer driveLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom flat + BQ,4500000.0
lekki,lekki-phase-1,"Adebisi Popoola Street,Lekki Phase 1 Lekki Lagos",4 beds 4 baths 5 Toilets,4,4,5,Semi Detached 4 Bedroom Duplex + a room BQ,5000000.0
lekki,lekki-phase-1,Lekki RightLekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom semi detached house with a room bq,4000000.0
lekki,lekki-phase-1,Lekki Phase ILekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,lovely 3 bedroom town house for lease at lekki phase1,4500000.0
lekki,lekki-phase-1,Off Freedom WayLekki Phase 1 Lekki Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedroom flat,2500000.0
lekki,lekki-phase-1,off Omorinre JohnsonLekki Phase 1 Lekki Lagos,2 beds 3 baths 2 Toilets,2,3,2,Serviced Luxury 2 bedroom flat,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom terrace duplex with 1room BQ,3700000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,luxury 2 bedroom flat,2800000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,1000000.0
lekki,lekki-phase-1,Lekki phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3-bedroom flat,1800000.0
lekki,lekki-phase-1,admiralty way lekki phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,3500000.0
lekki,lekki-phase-1,MarwaLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom semi detached duplex,3500000.0
lekki,lekki-phase-1,Hakeem Dickson RoadLekki Phase 1 Lekki Lagos,4 beds 3 baths 4 Toilets,4,3,4,4 bedroom flat,3500000.0
lekki,lekki-phase-1,Chief Augustine Anozie streetLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 Bedroom Apartment With BQ,4800000.0
lekki,lekki-phase-1,Dapo sholake streetLekki Phase 1 Lekki Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 Bedroom Apartment,1800000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom fully detached duplex with a room boy's quarter,4500000.0
lekki,lekki-phase-1,lekkiLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom flat,4000000.0
lekki,lekki-phase-1,Lekki Lekki Phase 1 Lekki Lagos,2 beds 2 baths 0 Toilets,2,2,0,compact 2 bedroom flat at Lekki Phase1.,1600000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,LUXURY 3 BEDROOM FLAT FOR RENT AT LEKKI PHASE 1,5000000.0
lekki,lekki-phase-1,Lekki RightLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,1000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat,2800000.0
lekki,lekki-phase-1,Jose mariaLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom duplex + bq,4000000.0
lekki,lekki-phase-1,Allo StreetLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom semi-detached duplex,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom semi-detached duplex,6000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,1500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,A Beautiful mini flat,1100000.0
lekki,lekki-phase-1,"Freedom road, Itedo, lekki phase 1 extensionLekki Phase 1 Lekki Lagos",3 beds 3 baths 3 Toilets,3,3,3,Exotic finished & serviced 3 bedroom duplex in lekki phase 1,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,3 Bedrooms Flat + Bq,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Penthouse,4500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Renovated Self Service 3 Bedroom Flat in Lekki Phase 1,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + BQ,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + BQ,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Terrace Duplex + BQ,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Duplex + 2 Room BQ,10000000.0
lekki,lekki-phase-1,.Lekki Phase 1 Lekki Lagos,4 beds 4 baths 4 Toilets,4,4,4,Beautiful 4 Bedroom Terrace Duplex + 1BQ,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,MINI FLAT,1000000.0
lekki,lekki-phase-1,Adebisi oguniyiLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedrooms duplex,3000000.0
lekki,lekki-phase-1,ONIRULekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 BEDROOM FULLY DETACHED HOUSE,6000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,LUXURY 2 BEDROOM FLAT,3000000.0
lekki,lekki-phase-1,new roadLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Self Contain,150000.0
lekki,lekki-phase-1,u3 estateLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,800000.0
lekki,lekki-phase-1,nLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom Terrace Duplex for rent with BQ,7000000.0
lekki,lekki-phase-1,"lekki right,Lekki Phase 1 Lekki Lagos",3 beds 4 baths 4 Toilets,3,4,4,3 BEDROOM FLAT,6000000.0
lekki,lekki-phase-1,Off Fola OsiboLekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 bedroom flat for rent,3000000.0
lekki,lekki-phase-1,Lekki Phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom terrace duplex,3000000.0
lekki,lekki-phase-1,Off Babatunde AnjousLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat with bq,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Detached Duplex,6000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,700000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini flat,1000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Luxury Brand New 3 Bedroom Penthouse Flat In Lekki Phase 1,7000000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3 Bedroom Flat with 1 Room Bq,3000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 3 baths 3 Toilets,4,3,3,4 Bedroom Flat,2300000.0
lekki,lekki-phase-1,Off admiralty roadLekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand new 2bedroom furnished apartment in lekki phase1 for rent,3000000.0
lekki,lekki-phase-1,"Off Oladimeji Alo,Lekki Phase 1 Lekki Lagos",4 beds 5 baths 5 Toilets,4,5,5,4 bedroom detached duplex,6000000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,Self-serviced 5 Bedroom Terrace Duplex,5000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,A lovely 4 bedroom semi detached duplex is available for rent at lekki phase 1,4500000.0
lekki,lekki-phase-1,.Lekki Phase 1 Lekki Lagos,2 beds 2 baths 2 Toilets,2,2,2,Spacious 2 Bedroom Flat,2000000.0
lekki,lekki-phase-1,.Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,Serviced 3 Bedroom +1BQ,3000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 0 baths 1 Toilets,1,0,1,Shop space,3770000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 0 baths 1 Toilets,3,0,1,Shop Space,9000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom flat/,2500000.0
lekki,lekki-phase-1,Freedom wayLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Self contain in lekki phase one,550000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 2 baths 2 Toilets,3,2,2,Newly Renovated 3 Bedroom Flat in Lekki Phase 1,3000000.0
lekki,lekki-phase-1,by Pinnacle petrol station Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + 1 Bq. (None Furnished) Coporate Organization.,3500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Commercial Self Serviced 3 Bedroom Flat in Lekki Phase 1,3000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat,1200000.0
lekki,lekki-phase-1,"Chief Collins Street, Off Fola Osibo StreetLekki Phase 1 Lekki Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Well finished,newly renovated one bedroom flat",1300000.0
lekki,lekki-phase-1,Chevy View Estate Lekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 Bedroom Semi-Detached Duplex,3300000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + BQ,3000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat + Bq,3000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Flat + BQ,6000000.0
lekki,lekki-phase-1,.Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,Serviced 3 Bedroom Flat + 1 BQ,3000000.0
lekki,lekki-phase-1,Off fola osibo streetLekki Phase 1 Lekki Lagos,4 beds 5 baths 5 Toilets,4,5,5,4 bedroom semi detached house with bq,3500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 5 baths 4 Toilets,4,5,4,4 Bedroom Terrace Duplex,4500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,1 Bedroom Flat in Lekki Phase One,1200000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly Renovated 3 Bedroom Flat in Lekki Phase 1,2700000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,TWO BEDROOM PENTHOUSE,2700000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built Lovely 3 Bedroom Flat in Agungi,2300000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Semi Detached Duplex,4000000.0
lekki,lekki-phase-1,CHIEF COLLINSLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,2500000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,1 bedroom flat,1000000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,1 bedroom flat,1300000.0
lekki,lekki-phase-1,lekki phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,2500000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Renovated 3 Bedroom Terrace Duplex in Lekki Phase 1,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Sharp 3 Bedroom Flat in Lekki Phase 1,2800000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Renovated 3 Bedroom Terrace Duplex in Lekki Phase 1,3500000.0
lekki,lekki-phase-1,Lekki CountyLekki Phase 1 Lekki Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,2000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,Lovely 4 Bedroom Semi Detached Duplex in Lekki Phase 1,4000000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely 2 Bedroom Flat in Lekki Phase 1,2000000.0
lekki,lekki-phase-1,off ayinde akinmadeLekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Brand new self contain at lekki phase one,650000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 bedroom flat,1200000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Renovated Mini Flat in Lekki phase 1,1400000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly Built Shop Space in Lekki Phase 1,1600000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 3 baths 4 Toilets,4,3,4,Newly Renovated 4 Bedroom Semi Detached Duplex in Lekki Phase 1,4500000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,2 beds 2 baths 3 Toilets,2,2,3,Massive 2 Bedroom Flat,2000000.0
lekki,lekki-phase-1,Lekki Phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat in Lekki Phase 1,2500000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Terrace Duplex at Lekki phase 1,3300000.0
lekki,lekki-phase-1,Lekki RightLekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built 3 Bedroom Flat,4000000.0
lekki,lekki-phase-1,Lekki Phase 1Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built 3 Bedroom Flat In Lekki right,4000000.0
lekki,lekki-phase-1,-Lekki Phase 1 Lekki Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 BEDROOM APARTMENT,4000000.0
lekki,lekki-phase-1,LekkiLekki Phase 1 Lekki Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly Renovated Mini flat in Lekki phase 1,1800000.0
